,carat,cut,color,clarity,depth,table,x,y,z,price_predicted
2439,0.4,Very Good,G,VVS1,60.9,57.0,4.76,4.8,2.91,1203.3075184578868
2440,0.62,Ideal,D,SI1,60.8,59.0,5.48,5.5,3.34,2117.1536865416406
2441,1.02,Good,G,VS2,63.7,57.0,6.24,6.31,4.0,4426.424728825355
2442,0.96,Very Good,I,SI2,62.7,58.0,6.2,6.24,3.9,2580.4792968472098
2443,1.51,Very Good,F,VS1,59.6,63.0,7.34,7.43,4.4,12195.346683874375
2444,0.7,Ideal,F,SI1,60.7,57.0,5.73,5.75,3.49,2451.27791673523
2445,0.52,Ideal,D,SI2,61.7,55.0,5.17,5.2,3.2,1311.4736399358935
2446,0.4,Premium,G,SI1,59.3,59.0,4.82,4.8,2.85,778.5688867126504
2447,0.5,Ideal,E,VS2,62.9,54.0,5.14,5.1,3.22,1766.2293363873453
2448,1.25,Ideal,I,SI2,61.4,55.0,6.92,6.99,4.27,4860.809468368173
2449,0.91,Very Good,G,VS2,62.3,59.0,6.13,6.17,3.83,4110.984451971628
2450,0.44,Ideal,I,VS1,61.1,56.0,4.92,4.96,3.02,982.6480005147754
2451,0.42,Very Good,E,SI1,62.3,58.0,4.76,4.81,2.98,947.8670131047971
2452,1.29,Ideal,G,VS2,61.3,57.0,6.99,7.07,4.31,8845.281640398583
2453,1.12,Ideal,F,VS1,61.8,56.0,6.67,6.69,4.13,7849.253880865754
2454,0.6,Ideal,G,VS1,62.2,55.0,5.41,5.45,3.38,2178.091608249788
2455,0.3,Very Good,E,SI1,63.2,57.0,4.3,4.25,2.7,587.9359215241863
2456,0.31,Premium,H,SI1,62.3,55.0,4.36,4.34,2.71,472.8346304282177
2457,1.71,Premium,G,VS1,62.7,58.0,7.66,7.62,4.79,16595.02487367374
2458,0.74,Ideal,G,SI1,61.3,57.0,5.81,5.83,3.57,2559.5559654988188
2459,0.3,Very Good,F,SI1,63.5,57.0,4.27,4.24,2.7,552.236495883466
2460,0.71,Good,F,SI2,64.1,60.0,0.0,0.0,0.0,0.8281422764273427
2461,0.31,Ideal,D,SI2,61.3,56.0,4.36,4.41,2.69,516.399598652792
2462,0.32,Premium,G,VS2,61.7,60.0,4.4,4.32,2.69,635.8074058521895
2463,1.54,Premium,G,SI1,61.0,59.0,7.43,7.38,4.52,10424.53772421771
2464,1.02,Ideal,J,SI2,61.6,55.0,6.49,6.43,3.98,2958.5152601651075
2465,1.0,Very Good,F,VVS2,62.9,55.0,6.29,6.36,3.98,6132.030973893782
2466,1.0,Premium,D,SI1,62.5,59.0,6.32,6.38,3.97,4951.210758317988
2467,1.01,Ideal,H,VS1,61.5,56.0,6.48,6.43,3.97,5601.387152330603
2468,0.7,Premium,G,VVS2,61.8,58.0,5.67,5.63,3.49,3076.5511043599763
2469,0.29,Ideal,G,VS2,61.6,56.0,4.26,4.29,2.63,542.8801785233552
2470,0.41,Premium,G,VVS1,60.0,59.0,4.84,4.83,2.9,1259.2877704851967
2471,0.35,Ideal,D,SI1,62.3,55.0,4.54,4.51,2.82,791.5878695796597
2472,1.05,Ideal,F,SI1,61.8,57.0,6.51,6.54,4.03,5474.454828488942
2473,0.3,Very Good,H,VVS1,62.2,58.0,4.26,4.29,2.66,657.8787334056435
2474,1.22,Ideal,G,VVS2,60.0,58.0,6.95,6.99,4.18,10182.470194688249
2475,1.01,Very Good,G,SI2,60.8,63.0,6.4,6.36,3.88,3728.8301787178166
2476,1.22,Very Good,E,VS2,59.5,60.0,6.91,7.0,4.14,8411.722682029764
2477,1.03,Very Good,F,SI1,60.6,63.0,6.47,6.5,3.93,5029.899265868277
2478,1.57,Premium,F,SI1,62.0,58.0,7.47,7.41,4.61,12038.554702365596
2479,0.31,Ideal,F,IF,61.2,57.0,4.35,4.38,2.67,913.3845031744024
2480,0.42,Ideal,D,SI1,61.9,57.0,4.82,4.77,2.97,1082.2976708811973
2481,0.34,Ideal,E,SI1,63.0,55.0,4.47,4.42,2.8,714.7436183054052
2482,1.01,Premium,F,VS2,63.0,58.0,6.43,6.36,4.03,6112.752298137057
2483,0.34,Very Good,E,VS2,62.8,58.0,4.43,4.45,2.79,773.9151521091051
2484,0.4,Ideal,E,SI2,61.2,55.0,4.74,4.77,2.91,744.443406681249
2485,0.39,Very Good,I,VVS2,63.0,56.0,4.62,4.68,2.93,846.5442577524086
2486,1.57,Ideal,E,VS2,62.3,57.0,7.39,7.44,4.62,13778.015308373078
2487,1.35,Premium,H,VS2,61.5,58.0,7.09,7.15,4.38,8474.807337755909
2488,0.35,Very Good,D,SI1,60.1,61.0,4.56,4.59,2.75,730.8877908132296
2489,2.5,Fair,H,SI2,64.9,58.0,8.46,8.43,5.48,14417.841002578436
2490,0.51,Very Good,G,VS2,62.7,57.0,5.05,5.12,3.19,1374.5771869018154
2491,0.62,Premium,J,VVS2,60.9,58.0,5.5,5.56,3.37,1756.21634054414
2492,0.56,Ideal,G,SI1,61.5,56.0,5.31,5.32,3.27,1532.707267128469
2493,0.35,Ideal,F,VVS1,61.8,55.0,4.53,4.57,2.81,1047.440521197384
2494,0.72,Premium,F,VS1,62.2,58.0,5.75,5.7,3.56,3238.0532361069045
2495,1.51,Ideal,I,SI2,61.2,58.0,7.33,7.42,4.51,6731.176941633087
2496,1.01,Good,D,SI2,63.9,57.0,6.29,6.36,4.04,4169.8193860485935
2497,1.51,Fair,G,SI2,65.5,55.0,7.14,7.08,4.66,6870.252101482499
2498,0.75,Very Good,H,VVS2,60.6,57.0,5.86,5.89,3.56,3244.7842826826673
2499,0.5,Good,D,SI2,61.9,63.0,5.05,5.07,3.13,1151.311887891741
2500,0.36,Ideal,G,VVS2,61.5,55.0,4.58,4.62,2.83,951.1131176649969
2501,0.63,Ideal,F,SI1,62.6,56.0,5.53,5.49,3.45,2214.116459405569
2502,0.47,Ideal,H,SI2,62.4,53.0,4.98,5.02,3.12,837.830406104267
2503,1.01,Good,F,SI1,58.8,64.0,6.58,6.51,3.85,5169.227984989812
2504,1.01,Very Good,G,VS2,63.2,55.0,6.39,6.34,4.02,5430.355077894798
2505,0.9,Ideal,G,SI2,62.7,55.0,6.11,6.17,3.85,3004.9495358167264
2506,1.51,Ideal,I,SI1,61.2,60.0,7.39,7.37,4.52,8778.199454437958
2507,1.0,Good,I,SI1,57.6,61.0,6.56,6.52,3.77,3466.5612870660507
2508,0.31,Premium,I,VS1,62.3,59.0,4.29,4.35,2.69,492.3243282083463
2509,1.63,Premium,I,SI1,61.7,58.0,7.54,7.51,4.64,9273.952995097088
2510,0.4,Very Good,E,VVS2,61.4,56.0,4.74,4.81,2.93,1236.6071324872605
2511,0.42,Very Good,G,VS1,60.6,58.0,4.82,4.95,2.96,1040.5246141635118
2512,0.7,Premium,H,VS1,61.9,56.0,5.7,5.67,3.52,2527.5212976077883
2513,0.32,Very Good,D,SI1,60.1,60.0,4.38,4.4,2.64,580.8046063715792
2514,0.75,Very Good,E,VS2,62.8,55.0,5.77,5.79,3.63,3227.33868463107
2515,0.32,Ideal,G,IF,61.4,55.0,4.42,4.44,2.72,928.1071944133723
2516,0.25,Ideal,E,VS2,60.6,57.0,4.08,4.11,2.48,463.76343115470246
2517,1.02,Ideal,F,SI2,61.6,56.0,6.52,6.49,4.01,4729.008828658772
2518,0.4,Premium,D,SI1,61.1,58.0,4.75,4.74,2.9,920.0414313098887
2519,0.48,Good,F,VS1,59.0,60.9,5.09,5.15,3.02,1358.8035591782082
2520,0.31,Ideal,E,VS1,60.1,55.0,4.42,4.53,2.69,717.9328802833468
2521,1.0,Ideal,H,SI2,62.5,54.0,6.32,6.38,3.97,3235.2430056531166
2522,0.9,Premium,I,VS2,61.6,58.0,6.15,6.09,3.77,3200.577970680834
2523,1.02,Very Good,D,SI1,62.7,57.0,6.42,6.5,4.05,5644.24709549445
2524,0.36,Premium,F,VS2,62.0,59.0,4.51,4.56,2.81,770.2164219435798
2525,0.31,Very Good,E,SI1,63.1,57.0,4.31,4.28,2.71,587.0641236891199
2526,0.7,Fair,F,VS2,65.5,57.0,5.55,5.41,3.59,2501.263435239732
2527,1.74,Premium,J,VS2,61.9,62.0,7.62,7.54,4.7,9840.39892539066
2528,1.79,Premium,G,VS1,61.7,59.0,7.85,7.74,4.81,18864.135232432516
2529,0.36,Ideal,E,VS1,62.4,55.0,4.61,4.59,2.87,1020.4090118194383
2530,1.52,Good,E,I1,57.3,58.0,7.53,7.42,4.28,5764.442377926575
2531,0.94,Premium,E,SI1,62.0,58.0,6.24,6.27,3.88,4263.4320537365
2532,0.33,Ideal,I,SI1,61.5,57.0,4.49,4.46,2.75,500.78721630978464
2533,1.06,Ideal,G,SI2,62.2,55.0,6.56,6.53,4.07,4628.877739163942
2534,0.75,Ideal,E,SI1,62.1,55.0,5.81,5.85,3.62,2906.227724150374
2535,0.79,Premium,H,VS1,60.0,60.0,6.07,5.99,3.64,3560.5076972382767
2536,0.33,Ideal,E,SI1,59.6,57.0,4.53,4.49,2.69,648.779916363258
2537,0.82,Ideal,F,SI2,62.4,54.0,5.97,6.02,3.74,2779.8581965902085
2538,0.32,Ideal,G,VS1,61.9,55.0,4.4,4.42,2.73,693.059562136744
2539,0.3,Premium,F,VS2,62.2,60.0,4.22,4.27,2.64,558.069029766743
2540,0.7,Ideal,F,VS2,62.0,56.0,5.71,5.74,3.55,2965.9634307883266
2541,1.52,Fair,J,VS1,65.4,58.0,7.22,7.17,4.7,8020.3476093945055
2542,0.31,Ideal,G,IF,62.0,54.0,4.36,4.38,2.71,886.5950158784215
2543,0.51,Ideal,D,VS2,61.6,57.0,5.19,5.14,3.18,1881.5842794964467
2544,0.74,Premium,H,VS2,59.9,57.0,5.91,5.87,3.53,2701.4394884819667
2545,0.67,Good,F,VS2,58.1,62.0,5.76,5.83,3.36,2539.7623011277524
2546,0.32,Ideal,H,VS1,62.1,55.0,4.39,4.4,2.73,627.8882547666906
2547,0.72,Ideal,H,VS1,62.3,55.0,5.72,5.74,3.57,2714.148103029831
2548,0.5,Very Good,E,VS2,62.8,60.0,5.02,5.08,3.17,1529.0385171346943
2549,0.86,Ideal,E,SI2,61.8,57.0,6.1,6.13,3.78,3296.2653501057557
2550,0.51,Premium,D,SI1,61.9,60.0,5.15,5.12,3.18,1537.8369783919231
2551,2.0,Fair,I,VS1,58.5,68.0,8.26,8.15,4.8,17119.07912457292
2552,1.79,Very Good,F,VS2,62.8,59.0,7.7,7.8,4.87,16724.05082764599
2553,0.7,Very Good,F,VS2,63.4,56.0,5.69,5.63,3.59,3047.164941959734
2554,0.7,Very Good,G,VS2,62.2,61.0,5.54,5.59,3.46,2259.0697677525854
2555,0.28,Very Good,E,IF,59.6,55.0,4.24,4.31,2.55,727.6593415482993
2556,0.32,Premium,D,SI1,60.8,58.0,4.41,4.44,2.69,610.4048756671444
2557,1.5,Good,I,I1,62.6,63.0,7.19,7.25,4.52,3909.2119449268757
2558,0.9,Fair,I,VVS2,60.9,66.0,6.1,6.12,3.72,3333.7884848347544
2559,0.41,Premium,I,VVS2,62.4,60.0,4.73,4.7,2.94,947.5085495451551
2560,1.0,Premium,J,SI1,58.7,58.0,6.55,6.51,3.83,3176.601160886607
2561,0.91,Very Good,H,VS2,58.3,59.0,6.35,6.47,3.74,3960.2754241925713
2562,1.07,Very Good,J,VVS2,60.0,60.0,6.57,6.59,3.95,4850.849870064094
2563,2.2,Ideal,J,SI1,61.5,57.0,8.41,8.37,5.16,15713.883536082165
2564,1.52,Very Good,D,SI1,60.6,57.8,7.4,7.46,4.51,11813.134009283753
2565,0.31,Ideal,H,VVS2,62.3,55.0,4.36,4.37,2.72,701.1973135155071
2566,0.9,Good,H,SI2,64.1,58.0,6.05,6.02,3.87,2620.14735503987
2567,0.41,Premium,J,VS1,61.3,59.0,4.78,4.74,2.92,720.403857233095
2568,1.58,Premium,G,VS2,58.2,58.0,7.68,7.64,4.46,13645.080972338636
2569,0.9,Premium,G,SI1,61.9,59.0,6.18,6.13,3.81,3675.529291238495
2570,1.2,Good,I,SI1,65.0,59.0,6.51,6.57,4.25,4139.098981491532
2571,1.16,Very Good,F,VS2,60.2,63.0,6.79,6.7,4.07,7757.572462670634
2572,0.3,Premium,H,VVS2,62.1,52.0,4.31,4.29,2.67,605.6245228106335
2573,0.4,Premium,D,SI1,60.9,60.0,4.74,4.78,2.9,914.294702513532
2574,0.24,Very Good,F,VVS2,61.4,57.0,4.03,4.06,2.48,523.1310153448225
2575,0.72,Very Good,H,VS1,60.6,63.0,5.83,5.76,3.51,2965.482542021328
2576,0.33,Good,I,VVS2,63.7,56.0,4.4,4.36,2.79,661.9980328426515
2577,0.86,Very Good,E,VS2,62.3,56.0,6.05,6.08,3.78,4177.910129904178
2578,0.7,Ideal,D,VS1,62.5,57.0,5.65,5.68,3.54,3356.649900134175
2579,0.52,Ideal,E,SI1,60.1,59.0,5.18,5.23,3.13,1395.756612583953
2580,0.41,Premium,E,VS1,62.3,59.0,4.76,4.74,2.96,1177.4888927328157
2581,1.06,Ideal,G,VS2,61.8,57.0,6.52,6.56,4.04,5965.2988849124895
2582,0.72,Ideal,J,SI1,62.6,56.0,5.67,5.74,3.57,1626.1414141716975
2583,1.54,Ideal,H,SI2,60.9,56.0,7.45,7.43,4.53,8342.476126634188
2584,0.76,Ideal,D,SI1,61.2,57.0,5.88,5.91,3.61,3232.9969461215123
2585,1.01,Very Good,D,VS2,60.4,58.0,6.47,6.57,3.94,6191.8558355334535
2586,1.0,Fair,G,VVS2,65.5,54.0,6.3,6.22,4.1,5878.086068407552
2587,2.02,Very Good,H,SI2,59.9,55.0,8.17,8.28,4.93,12746.49811168782
2588,0.32,Very Good,F,VS2,63.2,58.0,4.35,4.32,2.74,694.3490106642463
2589,0.32,Ideal,D,SI1,62.0,57.0,4.4,4.37,2.72,671.1737987804311
2590,2.43,Premium,I,SI2,62.2,60.0,8.59,8.53,5.33,15952.977954182385
2591,0.92,Very Good,E,SI1,63.3,57.0,6.22,6.17,3.92,4610.557094818425
2592,0.41,Ideal,J,VS1,62.7,57.0,4.72,4.75,2.97,744.4582829027486
2593,0.38,Premium,H,VS2,60.5,59.0,4.69,4.66,2.83,750.2359386172186
2594,1.71,Very Good,E,SI1,63.4,56.0,7.58,7.5,4.78,13835.182284566472
2595,0.9,Very Good,I,SI1,61.4,55.0,6.19,6.28,3.83,2870.2491013202775
2596,0.43,Very Good,F,VS1,63.4,57.0,4.8,4.76,3.03,1252.1898744290684
2597,0.7,Very Good,G,VS2,58.2,60.0,5.84,5.78,3.38,2641.298514227955
2598,0.51,Ideal,E,VS2,62.0,54.0,5.16,5.13,3.19,1701.2934260420104
2599,0.4,Good,E,SI1,63.5,58.0,4.65,4.67,2.96,858.219642215908
2600,0.9,Premium,I,SI1,60.9,56.0,6.26,6.21,3.8,3029.005304587179
2601,0.78,Good,E,SI2,63.7,54.0,5.82,5.77,3.69,2466.04982941903
2602,1.12,Premium,F,SI2,60.5,59.0,6.73,6.79,4.09,5265.485386407603
2603,0.4,Premium,E,SI1,60.8,62.0,4.76,4.72,2.88,896.3877545967839
2604,0.51,Very Good,J,SI1,62.6,59.0,5.06,5.1,3.18,856.0064635211413
2605,1.01,Fair,E,SI2,67.6,57.0,6.21,6.11,4.18,3996.447516368113
2606,0.52,Ideal,E,VS2,61.7,55.0,5.16,5.21,3.2,1673.0791550482952
2607,0.41,Ideal,E,VS2,61.8,56.0,4.78,4.74,2.94,1114.0864652010891
2608,1.05,Premium,G,SI2,60.1,60.0,6.58,6.66,3.98,4230.303734560144
2609,2.02,Very Good,G,SI2,62.8,55.0,8.06,8.11,5.08,14446.993019424463
2610,0.9,Very Good,I,SI2,60.9,63.0,6.21,6.13,3.76,2590.179279989047
2611,0.64,Premium,D,VS2,60.9,59.0,5.6,5.63,3.42,2729.602952029721
2612,1.22,Premium,I,SI1,62.1,58.0,6.89,6.8,4.25,5791.483867474843
2613,1.32,Very Good,H,SI1,62.4,58.0,7.02,7.09,4.4,7364.078587845381
2614,2.2,Premium,I,SI2,63.0,59.0,8.22,8.19,5.17,12518.88199483843
2615,1.0,Ideal,G,VS2,62.6,57.0,6.47,6.4,4.03,6190.218490272018
2616,0.54,Premium,H,VS1,61.9,56.0,5.29,5.24,3.26,1675.4089139412847
2617,2.25,Ideal,I,SI2,62.4,57.0,8.39,8.32,5.21,14911.536192155634
2618,1.13,Very Good,H,SI2,62.5,62.0,6.59,6.66,4.14,4324.077095707134
2619,0.62,Premium,F,SI2,61.7,60.0,5.48,5.45,3.37,1653.946470681985
2620,0.9,Fair,D,SI2,64.7,59.0,6.09,5.99,3.91,3394.90608627409
2621,0.38,Ideal,D,VS2,61.8,56.0,4.65,4.67,2.88,1016.2802441974227
2622,0.4,Very Good,D,SI1,63.1,57.0,4.73,4.69,2.97,1018.9708878378694
2623,0.61,Premium,D,VS1,62.4,57.0,5.46,5.44,3.4,2671.2468841062077
2624,1.5,Good,J,VS1,64.1,55.0,7.23,7.13,4.6,8207.334542430835
2625,1.25,Ideal,G,SI1,62.5,54.0,6.88,6.85,4.29,7128.6449967412445
2626,1.01,Fair,E,SI2,60.0,60.0,6.48,6.38,3.86,3721.7492358676045
2627,0.83,Premium,G,SI2,61.6,57.0,6.06,6.02,3.72,2721.2614817148487
2628,1.53,Ideal,H,SI1,62.3,57.0,7.41,7.36,4.6,10370.484545267893
2629,0.71,Ideal,E,VS1,62.4,56.0,5.75,5.7,3.57,3543.4283435952702
2630,0.38,Good,H,SI1,63.3,57.0,4.58,4.62,2.91,635.5851775451924
2631,0.74,Ideal,F,SI1,61.2,56.0,5.83,5.87,3.58,2767.6583383604498
2632,0.84,Good,G,VS2,63.6,59.0,5.89,5.94,3.76,3292.2101066049495
2633,0.75,Ideal,E,SI1,61.4,57.0,5.82,5.87,3.59,2874.7893248033047
2634,0.42,Premium,H,VS1,61.7,59.0,4.76,4.83,2.96,920.8050125591585
2635,0.94,Premium,E,SI2,62.4,58.0,6.26,6.33,3.93,3808.4925857795392
2636,0.72,Very Good,F,VVS2,59.2,63.0,5.77,5.86,3.44,3365.5955071684793
2637,0.3,Premium,E,VS2,62.4,59.0,4.3,4.26,2.67,649.3277696032592
2638,0.41,Very Good,E,SI2,63.3,56.0,4.73,4.69,2.98,808.9690028229517
2639,0.43,Ideal,D,VS2,61.3,55.0,4.84,4.88,2.98,1210.800683006998
2640,2.24,Premium,I,SI2,61.9,58.0,8.29,8.36,5.15,12291.744385663342
2641,0.84,Very Good,G,VS2,61.8,57.0,6.04,6.07,3.74,3701.314953625112
2642,1.12,Very Good,E,SI2,60.9,63.0,6.59,6.65,4.03,4878.384793297154
2643,0.34,Premium,I,VS1,61.0,60.0,4.51,4.48,2.74,602.8062368128601
2644,0.3,Premium,G,VS1,62.5,55.0,4.32,4.25,2.68,624.8939542975738
2645,0.7,Ideal,G,VS1,61.4,57.0,5.7,5.73,3.51,2858.4207068740425
2646,1.0,Premium,F,SI1,59.7,60.0,6.48,6.51,3.88,4753.094888172011
2647,0.43,Ideal,D,VS2,61.8,56.0,4.81,4.83,2.98,1207.882043595882
2648,1.01,Ideal,H,SI1,62.4,53.0,6.42,6.47,4.02,4282.199278248749
2649,0.71,Good,D,SI2,56.6,63.0,5.9,5.76,3.3,2179.8573721455814
2650,1.12,Ideal,E,SI2,62.0,57.0,6.61,6.63,4.11,5231.37492566111
2651,0.72,Ideal,H,VS2,62.8,57.0,5.74,5.7,3.59,2727.3827894281753
2652,0.71,Premium,E,SI1,61.8,59.0,5.75,5.7,3.54,2697.6595976898443
2653,0.52,Ideal,D,VS2,61.9,55.0,5.19,5.21,3.22,1867.8760164443274
2654,0.3,Premium,D,VS1,60.2,59.0,4.39,4.42,2.65,731.8188149565904
2655,0.35,Premium,E,VS2,61.6,58.0,4.57,4.52,2.8,848.2487240422926
2656,0.32,Ideal,I,VS2,61.5,56.0,4.4,4.41,2.71,512.8463280742128
2657,1.01,Very Good,I,SI1,64.2,55.0,6.28,6.34,4.05,3466.081941151165
2658,0.58,Ideal,E,VS2,61.9,57.0,5.37,5.33,3.31,2169.508424523604
2659,0.9,Good,J,SI1,64.3,63.0,6.05,6.01,3.88,2542.504186537259
2660,0.27,Very Good,F,VVS1,62.0,58.0,4.18,4.21,2.6,704.3616153777642
2661,0.41,Ideal,D,VS1,61.8,57.0,4.8,4.75,2.95,1312.5287245754428
2662,1.01,Very Good,H,VS2,63.5,61.0,6.32,6.24,3.99,4809.298011286824
2663,1.01,Fair,G,SI2,68.5,63.0,6.08,6.0,4.14,3353.342300716587
2664,0.38,Ideal,I,SI1,61.5,56.0,4.67,4.7,2.88,607.6194281336244
2665,1.09,Premium,G,VS2,59.9,56.0,6.73,6.59,3.99,6476.9486252237875
2666,1.01,Ideal,F,SI2,62.9,57.0,6.35,6.41,4.01,4137.4125767811265
2667,0.41,Premium,G,VS1,60.7,58.0,4.83,4.79,2.92,1048.387883314007
2668,1.5,Very Good,I,SI1,60.2,63.0,7.38,7.33,4.43,8188.754914341714
2669,1.23,Ideal,G,VS2,61.5,54.0,6.92,6.89,4.25,8365.733848628939
2670,0.51,Very Good,F,VS2,62.0,58.0,5.08,5.11,3.16,1476.39854739049
2671,0.73,Ideal,I,VS1,62.1,54.0,5.77,5.8,3.59,2505.1651469955154
2672,0.43,Very Good,E,SI1,63.1,56.0,4.83,4.8,3.04,1064.4052413758363
2673,1.58,Ideal,G,VS1,61.3,57.0,7.48,7.54,4.6,14022.808380228656
2674,0.53,Ideal,E,VS2,62.7,54.0,5.18,5.15,3.24,1790.6034773003137
2675,0.65,Very Good,F,VS2,64.0,55.3,5.5,5.57,3.54,2546.2478318842595
2676,0.35,Premium,H,VS1,62.6,59.0,4.5,4.45,2.8,723.884299536653
2677,2.1,Premium,J,VS2,61.3,59.0,8.27,8.21,5.05,15885.97303645171
2678,1.04,Ideal,H,VS1,62.7,55.0,6.43,6.49,4.05,5434.487367141957
2679,1.35,Premium,J,SI1,61.1,61.0,7.13,7.1,4.35,5992.126895080043
2680,1.06,Ideal,H,SI2,62.5,57.1,6.46,6.5,4.05,3806.0573504297236
2681,1.0,Very Good,F,VS2,61.6,56.0,6.42,6.47,3.97,5593.873292715869
2682,0.7,Very Good,F,VVS1,63.0,60.0,5.59,5.62,3.53,3533.5366180832643
2683,0.38,Premium,F,VS1,60.9,58.0,4.71,4.68,2.86,988.201809111653
2684,0.39,Good,G,VS2,63.7,53.0,4.62,4.67,2.96,839.0860659364043
2685,0.83,Good,H,SI2,63.9,56.0,5.99,5.93,3.81,2504.336488511897
2686,0.9,Very Good,F,VVS2,61.0,63.0,6.13,6.09,3.73,5166.2065448608055
2687,0.7,Fair,H,SI1,65.5,57.0,5.59,5.55,3.65,1948.9886927135008
2688,0.42,Premium,F,VVS2,61.7,59.0,4.78,4.82,2.96,1266.2463563511417
2689,1.23,Premium,F,VS2,60.8,59.0,6.9,6.94,4.21,8327.069516842386
2690,0.32,Ideal,F,VS2,61.2,56.0,4.41,4.44,2.71,676.1983386447838
2691,1.08,Premium,G,VS1,61.5,61.0,6.62,6.55,4.05,6983.63633386362
2692,0.43,Premium,G,SI1,62.6,59.0,4.8,4.82,3.01,901.8575865557331
2693,1.5,Very Good,G,VVS2,60.9,56.0,7.34,7.37,4.48,13351.893183158703
2694,0.38,Good,D,VVS1,61.3,61.0,4.68,4.72,2.88,1320.318870797957
2695,0.73,Good,E,SI1,63.2,58.0,5.7,5.76,3.62,2616.4221136647575
2696,1.01,Very Good,H,SI1,61.9,57.0,6.36,6.41,3.95,3846.471992140415
2697,0.4,Premium,F,VS1,62.5,59.0,4.69,4.66,2.92,1049.0074475234228
2698,1.57,Ideal,J,VVS2,61.4,57.0,7.45,7.5,4.59,10948.053415523278
2699,1.29,Ideal,J,VS2,60.9,58.0,7.05,7.0,4.28,6628.513642553094
2700,0.25,Very Good,F,VVS2,62.4,55.0,4.03,4.06,2.52,540.6521329867999
2701,0.34,Ideal,E,VS2,62.5,55.0,4.45,4.48,2.79,782.6921622942775
2702,0.39,Premium,F,SI1,60.1,59.0,4.77,4.74,2.86,822.4551757351178
2703,0.41,Ideal,F,VVS1,61.9,56.0,4.79,4.77,2.96,1435.782269745294
2704,0.53,Ideal,E,VS2,62.8,55.0,5.21,5.17,3.26,1895.1635348915506
2705,1.25,Premium,G,VS1,61.8,58.0,6.94,6.91,4.28,9128.002570019267
2706,0.71,Premium,F,VS1,61.1,58.0,5.76,5.72,3.51,3099.0708023423786
2707,0.36,Ideal,E,VS2,62.6,56.0,4.56,4.52,2.84,905.7789567066011
2708,0.51,Very Good,E,VVS2,61.3,55.0,5.14,5.16,3.16,1900.7203452870867
2709,0.5,Ideal,D,VVS2,60.4,54.0,5.23,5.17,3.14,2216.5885478686496
2710,0.91,Premium,D,SI1,63.0,59.0,6.15,6.11,3.86,4396.237471880303
2711,0.32,Premium,G,VS1,61.4,58.0,4.4,4.36,2.69,658.361846417437
2712,1.11,Ideal,J,SI2,62.6,54.0,6.61,6.64,4.15,3380.5422821070874
2713,2.16,Premium,J,SI1,60.5,59.0,8.41,8.35,5.07,14920.883472451595
2714,1.19,Premium,E,VS1,59.8,58.0,7.01,6.94,4.17,10456.353785992229
2715,0.35,Ideal,E,VS1,61.9,56.0,4.53,4.55,2.81,903.5140202173332
2716,0.54,Very Good,F,VS1,61.6,59.0,5.26,5.2,3.22,1938.0799895060295
2717,0.34,Ideal,F,VS2,60.7,56.0,4.56,4.53,2.76,790.340177913319
2718,1.27,Premium,J,SI2,60.4,58.0,7.04,7.0,4.24,4510.978136563694
2719,0.47,Ideal,H,IF,62.4,57.0,4.97,5.0,3.11,1689.300894270368
2720,1.22,Premium,H,VS1,58.9,59.0,7.02,6.96,4.12,8023.302064682126
2721,1.76,Ideal,I,SI2,61.2,55.0,7.79,7.76,4.76,9634.032986159353
2722,0.53,Very Good,G,SI1,63.4,54.0,5.09,5.13,3.24,1248.3030762998037
2723,0.35,Premium,D,VS2,59.7,58.0,4.61,4.57,2.74,844.8556978057784
2724,1.5,Good,H,SI2,63.6,60.0,7.3,7.23,4.63,8081.288196068352
2725,2.04,Premium,G,SI2,60.3,59.0,8.23,8.3,4.98,15624.189512871575
2726,0.31,Ideal,H,VVS1,62.3,53.0,4.35,4.38,2.72,730.5512719080847
2727,0.55,Premium,D,VVS1,60.3,59.0,5.34,5.3,3.21,2626.842679027163
2728,0.7,Ideal,G,SI1,61.9,58.0,5.66,5.69,3.51,2265.055317289084
2729,0.52,Premium,F,SI1,59.5,59.0,5.24,5.31,3.14,1342.2899124647345
2730,0.32,Ideal,G,VS2,60.3,57.0,4.46,4.43,2.68,647.1944235912592
2731,0.29,Very Good,G,VVS1,62.0,58.0,4.19,4.23,2.61,656.140579004216
2732,1.21,Ideal,I,VVS1,61.6,55.0,6.88,6.8,4.21,8666.632498639423
2733,1.27,Ideal,F,VS2,62.8,56.0,6.9,6.86,4.32,9213.050249544141
2734,0.37,Very Good,D,SI1,61.0,62.0,4.61,4.64,2.82,819.1706716764768
2735,1.01,Premium,F,SI1,60.6,58.0,6.54,6.49,3.95,5299.166880962267
2736,0.76,Ideal,F,VS2,61.0,55.0,5.89,5.92,3.6,3340.823101330123
2737,0.59,Ideal,E,SI1,62.9,57.0,5.36,5.33,3.36,1946.5244689157341
2738,1.8,Good,I,SI2,63.2,58.0,7.66,7.75,4.87,8443.784008868686
2739,0.75,Ideal,F,SI2,62.1,55.0,5.83,5.87,3.63,2429.45593671972
2740,1.07,Ideal,D,IF,60.9,54.0,6.66,6.73,4.08,11195.779784813802
2741,0.4,Premium,D,VS2,59.1,57.0,4.87,4.81,2.86,1101.0018043800414
2742,0.28,Good,J,VVS2,58.4,60.0,4.27,4.33,2.51,380.6785457130936
